city_name;latitude;longitude;department_name;department_number;region_name;region_number;region_name_raw;city_name_raw;city_population
alaigne;43.097978233;2.092076593;aude;11;occitanie;76;Occitanie;Alaigne;332
varennes sur teche;46.31746107;3.63768231;allier;03;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Varennes-sur-Tèche;223
albieres;42.946401625;2.445888815;aude;11;occitanie;76;Occitanie;Albières;115
vaux;46.421468926;2.574684189;allier;03;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Vaux;1164
arques;42.94772822;2.3865072;aude;11;occitanie;76;Occitanie;Arques;259
venas;46.472608626;2.766778956;allier;03;auvergne-rhône-alpes;84;Auvergne-Rhône-Alpes;Venas;230
barbaira;43.175148932;2.514470618;aude;11;occitanie;76;Occitanie;Barbaira;789
belcaire;42.831295546;1.945637123;aude;11;occitanie;76;Occitanie;Belcaire;373
belflou;43.319179874;1.796631395;aude;11;occitanie;76;Occitanie;Belflou;111
belvianes et cavirac;42.847301256;2.212446619;aude;11;occitanie;76;Occitanie;Belvianes-et-Cavirac;249
blomac;43.213679958;2.589035933;aude;11;occitanie;76;Occitanie;Blomac;245
boutenac;43.14620318;2.798273389;aude;11;occitanie;76;Occitanie;Boutenac;731
brugairolles;43.13551166;2.160753107;aude;11;occitanie;76;Occitanie;Brugairolles;295
cailla;42.810495076;2.196926889;aude;11;occitanie;76;Occitanie;Cailla;51
carlipa;43.306162117;2.121601814;aude;11;occitanie;76;Occitanie;Carlipa;338
caunes minervois;43.332613524;2.51632941;aude;11;occitanie;76;Occitanie;Caunes-Minervois;1581
cepie;43.107731501;2.237780649;aude;11;occitanie;76;Occitanie;Cépie;609
chalabre;42.981512775;2.011102048;aude;11;occitanie;76;Occitanie;Chalabre;1144
clermont sur lauquet;43.046418409;2.430099007;aude;11;occitanie;76;Occitanie;Clermont-sur-Lauquet;29
comigne;43.165455349;2.585550051;aude;11;occitanie;76;Occitanie;Comigne;320
conques sur orbiel;43.283738198;2.384290306;aude;11;occitanie;76;Occitanie;Conques-sur-Orbiel;2575
corbieres;43.045731313;1.999877078;aude;11;occitanie;76;Occitanie;Corbières;33
couffoulens;43.154667615;2.305075901;aude;11;occitanie;76;Occitanie;Couffoulens;554
greoux les bains;43.767601156;5.865168462;alpes-de-haute-provence;04;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Gréoux-les-Bains;2939
coursan;43.247659024;3.058971335;aude;11;occitanie;76;Occitanie;Coursan;5751
courtauly;43.040861822;2.044266225;aude;11;occitanie;76;Occitanie;Courtauly;79
coustouge;43.056933717;2.743788086;aude;11;occitanie;76;Occitanie;Coustouge;115
cruscades;43.200073763;2.8162759900000003;aude;11;occitanie;76;Occitanie;Cruscades;925
cubieres sur cinoble;42.86217924;2.466245574;aude;11;occitanie;76;Occitanie;Cubières-sur-Cinoble;80
cucugnan;42.851455162;2.609513352;aude;11;occitanie;76;Occitanie;Cucugnan;116
dernacueillette;42.928655893;2.59811525;aude;11;occitanie;76;Occitanie;Dernacueillette;45
escales;43.22289222;2.708283443;aude;11;occitanie;76;Occitanie;Escales;481
esperaza;42.931302013;2.2208133;aude;11;occitanie;76;Occitanie;Espéraza;1703
val du faby;42.930657052;2.163014437;aude;11;occitanie;76;Occitanie;Val-du-Faby;582
fabrezan;43.125671629;2.705226326;aude;11;occitanie;76;Occitanie;Fabrezan;1257
fajac la relenque;43.282872956;1.727467041;aude;11;occitanie;76;Occitanie;Fajac-la-Relenque;51
felines termenes;42.984776122;2.614687275;aude;11;occitanie;76;Occitanie;Félines-Termenès;131
fitou;42.895862273;2.966127513;aude;11;occitanie;76;Occitanie;Fitou;1122
fontcouverte;43.167768811;2.685956005;aude;11;occitanie;76;Occitanie;Fontcouverte;567
fonties d aude;43.187559871;2.456950225;aude;11;occitanie;76;Occitanie;Fontiès-d'Aude;554
fontjoncouse;43.044623333;2.7928342610000003;aude;11;occitanie;76;Occitanie;Fontjoncouse;135
st michel l observatoire;43.909537513;5.720175386;alpes-de-haute-provence;04;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Saint-Michel-l'Observatoire;1226
la force;43.198421181;2.084546752;aude;11;occitanie;76;Occitanie;La Force;258
fourtou;42.909531405;2.442375542;aude;11;occitanie;76;Occitanie;Fourtou;79
gramazie;43.13694843;2.097627027;aude;11;occitanie;76;Occitanie;Gramazie;127
granes;42.895107361;2.253371863;aude;11;occitanie;76;Occitanie;Granès;109
labastide en val;43.065184087;2.470982734;aude;11;occitanie;76;Occitanie;Labastide-en-Val;89
ladern sur lauquet;43.101387939;2.386439465;aude;11;occitanie;76;Occitanie;Ladern-sur-Lauquet;265
lairiere;43.022541242;2.481199519;aude;11;occitanie;76;Occitanie;Lairière;53
laure minervois;43.271358589;2.510108547;aude;11;occitanie;76;Occitanie;Laure-Minervois;1000
lespinassiere;43.408873554;2.54886106;aude;11;occitanie;76;Occitanie;Lespinassière;135
luc sur aude;42.963563233;2.280953161;aude;11;occitanie;76;Occitanie;Luc-sur-Aude;249
maisons;42.929531435;2.640431656;aude;11;occitanie;76;Occitanie;Maisons;46
marquein;43.298601498;1.72310633;aude;11;occitanie;76;Occitanie;Marquein;81
marseillette;43.210458792;2.549490506;aude;11;occitanie;76;Occitanie;Marseillette;700
les martys;43.422174534;2.310128076;aude;11;occitanie;76;Occitanie;Les Martys;304
mayreville;43.230063911;1.847968797;aude;11;occitanie;76;Occitanie;Mayreville;84
mezerville;43.251323086;1.784466013;aude;11;occitanie;76;Occitanie;Mézerville;97
montclar;43.137250214;2.242706251;aude;11;occitanie;76;Occitanie;Montclar;173
monthaut;43.081710311;2.058795391;aude;11;occitanie;76;Occitanie;Monthaut;38
montolieu;43.313579486;2.214380597;aude;11;occitanie;76;Occitanie;Montolieu;828
moux;43.172373732;2.645811346;aude;11;occitanie;76;Occitanie;Moux;711
padern;42.869599475;2.651238756;aude;11;occitanie;76;Occitanie;Padern;142
peyriac de mer;43.090072325;2.949143672;aude;11;occitanie;76;Occitanie;Peyriac-de-Mer;1167
pomy;43.060576115;2.059912684;aude;11;occitanie;76;Occitanie;Pomy;53
quintillan;42.959652159;2.702841763;aude;11;occitanie;76;Occitanie;Quintillan;53
rennes le chateau;42.913890768;2.273435826;aude;11;occitanie;76;Occitanie;Rennes-le-Château;89
ribaute;43.107212112;2.64037558;aude;11;occitanie;76;Occitanie;Ribaute;265
rieux en val;43.078398041;2.540578121;aude;11;occitanie;76;Occitanie;Rieux-en-Val;84
roquefort de sault;42.738968362;2.199981411;aude;11;occitanie;76;Occitanie;Roquefort-de-Sault;83
roquetaillade et conilhac;42.993295483;2.206874172;aude;11;occitanie;76;Occitanie;Roquetaillade-et-Conilhac;271
rustiques;43.218085556;2.479657351;aude;11;occitanie;76;Occitanie;Rustiques;512
ste eulalie;43.243217353;2.205409888;aude;11;occitanie;76;Occitanie;Sainte-Eulalie;544
st hilaire;43.07867345;2.338491448;aude;11;occitanie;76;Occitanie;Saint-Hilaire;713
st jean de paracol;42.938024731;2.108951073;aude;11;occitanie;76;Occitanie;Saint-Jean-de-Paracol;135
st martin de villereglan;43.103867131;2.211205802;aude;11;occitanie;76;Occitanie;Saint-Martin-de-Villereglan;368
st paulet;43.40453702;1.881081325;aude;11;occitanie;76;Occitanie;Saint-Paulet;204
st polycarpe;43.032446687;2.30040612;aude;11;occitanie;76;Occitanie;Saint-Polycarpe;150
salza;42.985374437;2.505676889;aude;11;occitanie;76;Occitanie;Salza;24
sigean;43.039590728;2.981175918;aude;11;occitanie;76;Occitanie;Sigean;5583
soulatge;42.879879328;2.503315616;aude;11;occitanie;76;Occitanie;Soulatgé;128
soupex;43.38158805;1.890136932;aude;11;occitanie;76;Occitanie;Soupex;237
talairan;43.030054245;2.669622022;aude;11;occitanie;76;Occitanie;Talairan;452
terroles;42.991721037;2.342421507;aude;11;occitanie;76;Occitanie;Terroles;15
thezan des corbieres;43.08930617;2.783337716;aude;11;occitanie;76;Occitanie;Thézan-des-Corbières;560
tourouzelle;43.247105947;2.726648013;aude;11;occitanie;76;Occitanie;Tourouzelle;489
breil sur roya;43.940231076;7.503686305;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Breil-sur-Roya;2206
tuchan;42.90627739;2.727780393;aude;11;occitanie;76;Occitanie;Tuchan;788
le broc;43.815169637;7.15970157;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Le Broc;1422
verzeille;43.12007226;2.329207745;aude;11;occitanie;76;Occitanie;Verzeille;473
villalier;43.252443663;2.418608197;aude;11;occitanie;76;Occitanie;Villalier;964
villardebelle;43.011941727;2.40522142;aude;11;occitanie;76;Occitanie;Villardebelle;57
villar en val;43.08133471;2.445202952;aude;11;occitanie;76;Occitanie;Villar-en-Val;24
villar st anselme;43.057004656;2.300024439;aude;11;occitanie;76;Occitanie;Villar-Saint-Anselme;121
duranus;43.893637625;7.279665671;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Duranus;157
villarzel du razes;43.142371748;2.202692168;aude;11;occitanie;76;Occitanie;Villarzel-du-Razès;97
villasavary;43.232093177;2.03337815;aude;11;occitanie;76;Occitanie;Villasavary;1215
villefloure;43.129529064;2.388911236;aude;11;occitanie;76;Occitanie;Villefloure;159
villemagne;43.367947217;2.109121914;aude;11;occitanie;76;Occitanie;Villemagne;243
villeneuve les corbieres;42.958549152;2.769716259;aude;11;occitanie;76;Occitanie;Villeneuve-les-Corbières;252
villepinte;43.28088179;2.095027311;aude;11;occitanie;76;Occitanie;Villepinte;1257
menton;43.791862947;7.493340539;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Menton;30412
villesiscle;43.227987121;2.08943727;aude;11;occitanie;76;Occitanie;Villesiscle;373
villespy;43.321698731;2.098377197;aude;11;occitanie;76;Occitanie;Villespy;416
almont les junies;44.600689761;2.31056563;aveyron;12;occitanie;76;Occitanie;Almont-les-Junies;440
ambeyrac;44.494043263;1.935547446;aveyron;12;occitanie;76;Occitanie;Ambeyrac;180
arvieu;44.19077226;2.667615091;aveyron;12;occitanie;76;Occitanie;Arvieu;755
asprieres;44.555160089;2.138425033;aveyron;12;occitanie;76;Occitanie;Asprières;764
balaguier d olt;44.518538656;1.977361508;aveyron;12;occitanie;76;Occitanie;Balaguier-d'Olt;181
la bastide pradines;44.010310703;3.056032328;aveyron;12;occitanie;76;Occitanie;La Bastide-Pradines;116
bessuejouls;44.516152889;2.727940042;aveyron;12;occitanie;76;Occitanie;Bessuéjouls;216
la roquette sur siagne;43.585405273;6.94985328;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;La Roquette-sur-Siagne;5436
boussac;44.295879691;2.37710067;aveyron;12;occitanie;76;Occitanie;Boussac;602
le rouret;43.679598067;7.010240499;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Le Rouret;4157
la capelle bleys;44.303616783;2.17891052;aveyron;12;occitanie;76;Occitanie;La Capelle-Bleys;344
st cezaire sur siagne;43.659765012;6.803003486;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Saint-Cézaire-sur-Siagne;3924
baraqueville;44.281316706;2.449484143;aveyron;12;occitanie;76;Occitanie;Baraqueville;3163
cassagnes begonhes;44.178881723;2.514613022;aveyron;12;occitanie;76;Occitanie;Cassagnes-Bégonhès;938
cassuejouls;44.722867933;2.811863422;aveyron;12;occitanie;76;Occitanie;Cassuéjouls;106
compolibat;44.379127441;2.186826798;aveyron;12;occitanie;76;Occitanie;Compolibat;333
tourrette levens;43.786501099;7.272671335;alpes-maritimes;06;provence-alpes-côte d'azur;93;Provence-Alpes-Côte d'Azur;Tourrette-Levens;4760
compregnac;44.096055348;2.97957754;aveyron;12;occitanie;76;Occitanie;Comprégnac;223
comps la grand ville;44.224112497;2.569113887;aveyron;12;occitanie;76;Occitanie;Comps-la-Grand-Ville;631
coupiac;43.947480755;2.59351776;aveyron;12;occitanie;76;Occitanie;Coupiac;363
crespin;44.153716612;2.25642908;aveyron;12;occitanie;76;Occitanie;Crespin;314
curieres;44.649498709;2.891990033;aveyron;12;occitanie;76;Occitanie;Curières;219
durenque;44.100943094;2.621726159;aveyron;12;occitanie;76;Occitanie;Durenque;524
estaing;44.569427739;2.686943237;aveyron;12;occitanie;76;Occitanie;Estaing;492
firmi;44.547263688;2.325291521;aveyron;12;occitanie;76;Occitanie;Firmi;2348
flagnac;44.593404602;2.264840963;aveyron;12;occitanie;76;Occitanie;Flagnac;1078
foissac;44.50625118;2.008483331;aveyron;12;occitanie;76;Occitanie;Foissac;485
huparlac;44.711087639;2.753632775;aveyron;12;occitanie;76;Occitanie;Huparlac;257
lanuejouls;44.42328447;2.161337291;aveyron;12;occitanie;76;Occitanie;Lanuéjouls;743
melagues;43.727854164;3.016705208;aveyron;12;occitanie;76;Occitanie;Mélagues;59
le monastere;44.33207059;2.5865928350000003;aveyron;12;occitanie;76;Occitanie;Le Monastère;2308
montclar;43.979938873;2.630697236;aveyron;12;occitanie;76;Occitanie;Montclar;147
montlaur;43.865349416;2.833674997;aveyron;12;occitanie;76;Occitanie;Montlaur;646
montrozier;44.395635083;2.721407491;aveyron;12;occitanie;76;Occitanie;Montrozier;1723
morlhon le haut;44.32165299;2.081731798;aveyron;12;occitanie;76;Occitanie;Morlhon-le-Haut;555
mouret;44.514570098;2.521735204;aveyron;12;occitanie;76;Occitanie;Mouret;551
mur de barrez;44.875652082;2.6809071170000003;aveyron;12;occitanie;76;Occitanie;Mur-de-Barrez;689
nant;44.020063155;3.286067125;aveyron;12;occitanie;76;Occitanie;Nant;1008
nauviale;44.513288179;2.432878382;aveyron;12;occitanie;76;Occitanie;Nauviale;604
olemps;44.338810182;2.547170796;aveyron;12;occitanie;76;Occitanie;Olemps;3503
peyreleau;44.176157466;3.204718444;aveyron;12;occitanie;76;Occitanie;Peyreleau;71
pont de salars;44.277832242;2.709259812;aveyron;12;occitanie;76;Occitanie;Pont-de-Salars;1645
pradinas;44.247330815;2.268437643;aveyron;12;occitanie;76;Occitanie;Pradinas;350
rodelle;44.48167803;2.622449077;aveyron;12;occitanie;76;Occitanie;Rodelle;1072
rullac st cirq;44.119008473;2.477557836;aveyron;12;occitanie;76;Occitanie;Rullac-Saint-Cirq;345
st andre de vezines;44.147614037;3.271127433;aveyron;12;occitanie;76;Occitanie;Saint-André-de-Vézines;133
ste eulalie d olt;44.466248915;2.919141117;aveyron;12;occitanie;76;Occitanie;Sainte-Eulalie-d'Olt;373
st jean du bruel;44.026307825;3.382056588;aveyron;12;occitanie;76;Occitanie;Saint-Jean-du-Bruel;690
st jean et st paul;43.928602985;3.030108816;aveyron;12;occitanie;76;Occitanie;Saint-Jean-et-Saint-Paul;282
st martin de lenne;44.424674623;2.965738319;aveyron;12;occitanie;76;Occitanie;Saint-Martin-de-Lenne;329
salles courbaties;44.481099423;2.085412982;aveyron;12;occitanie;76;Occitanie;Salles-Courbatiès;459
la salvetat peyrales;44.221171073;2.196522063;aveyron;12;occitanie;76;Occitanie;La Salvetat-Peyralès;998
tayrac;44.20357377;2.242906357;aveyron;12;occitanie;76;Occitanie;Tayrac;187
tournemire;43.968194064;3.026958445;aveyron;12;occitanie;76;Occitanie;Tournemire;421
vabres l abbaye;43.921378448;2.819949417;aveyron;12;occitanie;76;Occitanie;Vabres-l'Abbaye;1214
vailhourles;44.308283547;1.909359646;aveyron;12;occitanie;76;Occitanie;Vailhourles;644
versols et lapeyre;43.899882042;2.936209181;aveyron;12;occitanie;76;Occitanie;Versols-et-Lapeyre;418
vezins de levezou;44.267815146;2.925185379;aveyron;12;occitanie;76;Occitanie;Vézins-de-Lévézou;643
vimenet;44.400000555;2.929449108;aveyron;12;occitanie;76;Occitanie;Vimenet;252
apremont;49.259389836;4.96788292;ardennes;08;grand est;44;Grand Est;Apremont;119
attigny;49.476266168;4.585200636;ardennes;08;grand est;44;Grand Est;Attigny;1106
auboncourt vauzelles;49.556761097;4.482408475;ardennes;08;grand est;44;Grand Est;Auboncourt-Vauzelles;96
avaux;49.465888218;4.068729619;ardennes;08;grand est;44;Grand Est;Avaux;496
bourg fidele;49.889083798;4.554831961;ardennes;08;grand est;44;Grand Est;Bourg-Fidèle;837
briquenay;49.403827406;4.869113614;ardennes;08;grand est;44;Grand Est;Briquenay;88
chappes;49.60753439;4.279545642;ardennes;08;grand est;44;Grand Est;Chappes;85
charbogne;49.506558111;4.5900348950000005;ardennes;08;grand est;44;Grand Est;Charbogne;220
chesnois auboncourt;49.561359411;4.566876248;ardennes;08;grand est;44;Grand Est;Chesnois-Auboncourt;161
chuffilly roche;49.450767895;4.621905274;ardennes;08;grand est;44;Grand Est;Chuffilly-Roche;67
cornay;49.298705813;4.93291855;ardennes;08;grand est;44;Grand Est;Cornay;67
corny macheromenil;49.582258473;4.45392879;ardennes;08;grand est;44;Grand Est;Corny-Machéroménil;192
ecordal;49.534690171;4.587800835;ardennes;08;grand est;44;Grand Est;Écordal;294
escombres et le chesnois;49.69785143;5.126139225;ardennes;08;grand est;44;Grand Est;Escombres-et-le-Chesnois;344
eteignieres;49.891106608;4.4038183140000005;ardennes;08;grand est;44;Grand Est;Éteignières;482
euilly et lombut;49.628923747;5.113577303;ardennes;08;grand est;44;Grand Est;Euilly-et-Lombut;110
exermont;49.29490647;5.021560092;ardennes;08;grand est;44;Grand Est;Exermont;35
faissault;49.609203832;4.505556806;ardennes;08;grand est;44;Grand Est;Faissault;259
la feree;49.759038236;4.304287443;ardennes;08;grand est;44;Grand Est;La Férée;72
fleville;49.308478775;4.981687806;ardennes;08;grand est;44;Grand Est;Fléville;93
fosse;49.449776874;5.005214244;ardennes;08;grand est;44;Grand Est;Fossé;58
givry;49.489234199;4.531244017;ardennes;08;grand est;44;Grand Est;Givry;266
grandchamp;49.652322543;4.406946213;ardennes;08;grand est;44;Grand Est;Grandchamp;94
grandpre;49.349582076;4.850769735;ardennes;08;grand est;44;Grand Est;Grandpré;508
gue d hossus;49.95325401;4.538462616;ardennes;08;grand est;44;Grand Est;Gué-d'Hossus;509
guincourt;49.556995789;4.627591202;ardennes;08;grand est;44;Grand Est;Guincourt;76
imecourt;49.370907903;4.974151355;ardennes;08;grand est;44;Grand Est;Imécourt;44
logny bogny;49.775418338;4.387730795;ardennes;08;grand est;44;Grand Est;Logny-Bogny;153
nouvion sur meuse;49.709002313;4.797384129;ardennes;08;grand est;44;Grand Est;Nouvion-sur-Meuse;2226
renwez;49.849335003;4.605098104;ardennes;08;grand est;44;Grand Est;Renwez;1637
la sabotterie;49.545979374;4.669644698;ardennes;08;grand est;44;Grand Est;La Sabotterie;127
sailly;49.599977735;5.172880268;ardennes;08;grand est;44;Grand Est;Sailly;248
st pierremont;49.488825047;4.945217923;ardennes;08;grand est;44;Grand Est;Saint-Pierremont;72
sedan;49.696818253;4.929625969;ardennes;08;grand est;44;Grand Est;Sedan;16608
sery;49.589227537;4.361629099;ardennes;08;grand est;44;Grand Est;Sery;324
taillette;49.927608393;4.475354517;ardennes;08;grand est;44;Grand Est;Taillette;404
tetaigne;49.649346544;5.117267891;ardennes;08;grand est;44;Grand Est;Tétaigne;128
thenorgues;49.406073813;4.920275917;ardennes;08;grand est;44;Grand Est;Thénorgues;83
tourteron;49.540566269;4.642032085;ardennes;08;grand est;44;Grand Est;Tourteron;179
tremblois les carignan;49.6619438;5.260051297;ardennes;08;grand est;44;Grand Est;Tremblois-lès-Carignan;139
verpel;49.38214902;4.928793996;ardennes;08;grand est;44;Grand Est;Verpel;65
villers devant le thour;49.504587814;4.076632645;ardennes;08;grand est;44;Grand Est;Villers-devant-le-Thour;419
wignicourt;49.586552298;4.581937113;ardennes;08;grand est;44;Grand Est;Wignicourt;56
yoncq;49.567927362;5.016128389;ardennes;08;grand est;44;Grand Est;Yoncq;90
armissan;43.187388933;3.089015254;aude;11;occitanie;76;Occitanie;Armissan;1488
artigues;42.791208952;2.206715411;aude;11;occitanie;76;Occitanie;Artigues;74
belfort sur rebenty;42.829966046;2.049795436;aude;11;occitanie;76;Occitanie;Belfort-sur-Rebenty;22
bellegarde du razes;43.107445424;2.050808367;aude;11;occitanie;76;Occitanie;Bellegarde-du-Razès;253
belpech;43.203451366;1.763186341;aude;11;occitanie;76;Occitanie;Belpech;1342
le bousquet;42.718246461;2.175258816;aude;11;occitanie;76;Occitanie;Le Bousquet;49
bram;43.251430843;2.110586669;aude;11;occitanie;76;Occitanie;Bram;3239
cahuzac;43.190632577;1.855096808;aude;11;occitanie;76;Occitanie;Cahuzac;27
cailhau;43.145186354;2.130867064;aude;11;occitanie;76;Occitanie;Cailhau;250
campagne sur aude;42.915757177;2.202234547;aude;11;occitanie;76;Occitanie;Campagne-sur-Aude;608
castans;43.414167744;2.488238372;aude;11;occitanie;76;Occitanie;Castans;131
castelnau d aude;43.233026898;2.67733552;aude;11;occitanie;76;Occitanie;Castelnau-d'Aude;497
caunette sur lauquet;43.027761987;2.426408968;aude;11;occitanie;76;Occitanie;Caunette-sur-Lauquet;10
caux et sauzens;43.225742397;2.254734927;aude;11;occitanie;76;Occitanie;Caux-et-Sauzens;1001
cavanac;43.169079579;2.334356407;aude;11;occitanie;76;Occitanie;Cavanac;986
cazalrenoux;43.189088762;1.947084279;aude;11;occitanie;76;Occitanie;Cazalrenoux;98
citou;43.375691189;2.5322346810000003;aude;11;occitanie;76;Occitanie;Citou;95
conilhac corbieres;43.184499993;2.7161291480000003;aude;11;occitanie;76;Occitanie;Conilhac-Corbières;900
couiza;42.932875499;2.245259466;aude;11;occitanie;76;Occitanie;Couiza;1127
la courtete;43.142218729;2.032546324;aude;11;occitanie;76;Occitanie;La Courtète;46
coustaussa;42.936974126;2.285029491;aude;11;occitanie;76;Occitanie;Coustaussa;51
davejean;42.959273418;2.6065399730000003;aude;11;occitanie;76;Occitanie;Davejean;131
duilhac sous peyrepertuse;42.865805292;2.567436293;aude;11;occitanie;76;Occitanie;Duilhac-sous-Peyrepertuse;148
fanjeaux;43.186859709;2.036882496;aude;11;occitanie;76;Occitanie;Fanjeaux;872
fendeille;43.270658544;1.947766879;aude;11;occitanie;76;Occitanie;Fendeille;568
fenouillet du razes;43.155580221;2.02908243;aude;11;occitanie;76;Occitanie;Fenouillet-du-Razès;75
fontiers cabardes;43.374955048;2.253437002;aude;11;occitanie;76;Occitanie;Fontiers-Cabardès;458
fournes cabardes;43.356962821;2.409698632;aude;11;occitanie;76;Occitanie;Fournes-Cabardès;52
galinagues;42.806938895;2.047896069;aude;11;occitanie;76;Occitanie;Galinagues;33
gardie;43.074617908;2.29913261;aude;11;occitanie;76;Occitanie;Gardie;128
gincla;42.764306137;2.332734362;aude;11;occitanie;76;Occitanie;Gincla;47
ginestas;43.275975097;2.876976082;aude;11;occitanie;76;Occitanie;Ginestas;1547
jonquieres;43.03996032;2.723244743;aude;11;occitanie;76;Occitanie;Jonquières;51
labastide d anjou;43.34675674;1.852883896;aude;11;occitanie;76;Occitanie;Labastide-d'Anjou;1271
la palme;42.965514216;2.994909594;aude;11;occitanie;76;Occitanie;La Palme;1784
lavalette;43.192185826;2.269956266;aude;11;occitanie;76;Occitanie;Lavalette;1532
lezignan corbieres;43.204059124;2.762030341;aude;11;occitanie;76;Occitanie;Lézignan-Corbières;10952
luc sur orbieu;43.175504776;2.787966445;aude;11;occitanie;76;Occitanie;Luc-sur-Orbieu;1146
magrie;43.024891168;2.203997928;aude;11;occitanie;76;Occitanie;Magrie;538
marsa;42.819854033;2.139382024;aude;11;occitanie;76;Occitanie;Marsa;21
mas saintes puelles;43.313874634;1.877326608;aude;11;occitanie;76;Occitanie;Mas-Saintes-Puelles;933
mayronnes;43.045896279;2.528696438;aude;11;occitanie;76;Occitanie;Mayronnes;42
miraval cabardes;43.381434442;2.339824417;aude;11;occitanie;76;Occitanie;Miraval-Cabardès;50
mirepeisset;43.283673615;2.89663582;aude;11;occitanie;76;Occitanie;Mirepeisset;749
mireval lauragais;43.263459481;1.96788499;aude;11;occitanie;76;Occitanie;Mireval-Lauragais;191
missegre;43.002286552;2.372796653;aude;11;occitanie;76;Occitanie;Missègre;57
molandier;43.251450334;1.723786751;aude;11;occitanie;76;Occitanie;Molandier;247
montazels;42.951921154;2.24409541;aude;11;occitanie;76;Occitanie;Montazels;547
montbrun des corbieres;43.201214771;2.681665141;aude;11;occitanie;76;Occitanie;Montbrun-des-Corbières;339
montgradail;43.123502608;2.032806081;aude;11;occitanie;76;Occitanie;Montgradail;48
montmaur;43.400598457;1.844406024;aude;11;occitanie;76;Occitanie;Montmaur;335
montseret;43.105348897;2.807191301;aude;11;occitanie;76;Occitanie;Montséret;628
monze;43.15338856;2.466378625;aude;11;occitanie;76;Occitanie;Monze;239
moussan;43.230391832;2.95697434;aude;11;occitanie;76;Occitanie;Moussan;2066
mouthoumet;42.963886557;2.532013123;aude;11;occitanie;76;Occitanie;Mouthoumet;112
nevian;43.20392759;2.885948948;aude;11;occitanie;76;Occitanie;Névian;1280
palairac;42.957392298;2.658236647;aude;11;occitanie;76;Occitanie;Palairac;32
pecharic et le py;43.193977869;1.827375133;aude;11;occitanie;76;Occitanie;Pécharic-et-le-Py;29
pennautier;43.251233398;2.313909085;aude;11;occitanie;76;Occitanie;Pennautier;2795
peyrens;43.36156073;1.960913743;aude;11;occitanie;76;Occitanie;Peyrens;461
plaigne;43.170890566;1.807980979;aude;11;occitanie;76;Occitanie;Plaigne;119
pomas;43.107213464;2.280810514;aude;11;occitanie;76;Occitanie;Pomas;954
preixan;43.144106549;2.280328364;aude;11;occitanie;76;Occitanie;Preixan;633
quillan;42.884782221;2.173210487;aude;11;occitanie;76;Occitanie;Quillan;3066
ricaud;43.34672977;1.8954399;aude;11;occitanie;76;Occitanie;Ricaud;319
roquecourbe minervois;43.214807849;2.653514194;aude;11;occitanie;76;Occitanie;Roquecourbe-Minervois;131
roquefere;43.393734158;2.374382966;aude;11;occitanie;76;Occitanie;Roquefère;74
rouffiac des corbieres;42.88926353;2.555353772;aude;11;occitanie;76;Occitanie;Rouffiac-des-Corbières;72
ste colombe sur guette;42.752767212;2.24890199;aude;11;occitanie;76;Occitanie;Sainte-Colombe-sur-Guette;42
st gauderic;43.12666819;1.95915744;aude;11;occitanie;76;Occitanie;Saint-Gaudéric;112
st jean de barrou;42.960695611;2.827983666;aude;11;occitanie;76;Occitanie;Saint-Jean-de-Barrou;265
st julia de bec;42.859797914;2.254382065;aude;11;occitanie;76;Occitanie;Saint-Julia-de-Bec;102
st julien de briola;43.160768024;1.945298468;aude;11;occitanie;76;Occitanie;Saint-Julien-de-Briola;83
st martin des puits;43.03668159;2.575781374;aude;11;occitanie;76;Occitanie;Saint-Martin-des-Puits;29
st martin lys;42.824732879;2.238406749;aude;11;occitanie;76;Occitanie;Saint-Martin-Lys;24
salvezines;42.775011039;2.285504398;aude;11;occitanie;76;Occitanie;Salvezines;69
serres;42.945027563;2.328454093;aude;11;occitanie;76;Occitanie;Serres;82
souilhanels;43.355910339;1.916074939;aude;11;occitanie;76;Occitanie;Souilhanels;355
tourreilles;43.019942168;2.169148906;aude;11;occitanie;76;Occitanie;Tourreilles;133
valmigere;42.98427657;2.384518447;aude;11;occitanie;76;Occitanie;Valmigère;25
vignevieille;43.015512649;2.530297652;aude;11;occitanie;76;Occitanie;Vignevieille;106
villarzel cabardes;43.283757926;2.468925644;aude;11;occitanie;76;Occitanie;Villarzel-Cabardès;263
villegailhenc;43.271643489;2.347013131;aude;11;occitanie;76;Occitanie;Villegailhenc;1671
villemoustaussou;43.249605454;2.366056227;aude;11;occitanie;76;Occitanie;Villemoustaussou;4468
